#C Dover Sole 2011 assessment (Allan Hicks, Chantel Wetzel)

1910    #_styr
2010    #_endyr
1       #_nseas
12      #_months/season
1       #_spawn_seas
3       #N fisheries
4       #N surveys
1       #N_areas
CA%OR%WA%AFSC_Slope%Triennial%NWFSC_Slope%NWFSC_combo
0.5 0.5 0.5 0.825 0.55 0.65 0.65 #timing_in_season
1 1 1 1 1 1 1 #_area_assignments_for_each_fishery_and_survey
1 1 1 #_units of catch:  1=bio; 2=num
0.01 0.01 0.01 #_se of log(catch) only used for init_eq_catch and for Fmethod 2 and 3
2 #_Ngenders
60 #_Nages

0 0 0 #_init_equil_catch_for_each_fishery
101		#_N_lines_of_catch_to_read					
#CA	OR	WA	Year	Season
3	#_Lbin_method: 1=poplenbins; 2=datalenbins; 3=lengths																																																																																																																															
1	#_combine males into females at or below this bin number																																																																																																																															
#year	Season	Fleet	gender	partition	ageErr	LbinLo	LbinHi	nSamps	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	F51	F52	F53	F54	F55	F56	F57	F58	F59	F60	F1.1	F2.1	F3.1	F4.1	F5.1	F6.1	F7.1	F8.1	F9.1	F10.1	F11.1	F12.1	F13.1	F14.1	F15.1	F16.1	F17.1	F18.1	F19.1	F20.1	F21.1	F22.1	F23.1	F24.1	F25.1	F26.1	F27.1	F28.1	F29.1	F30.1	F31.1	F32.1	F33.1	F34.1	F35.1	F36.1	F37.1	F38.1	F39.1	F40.1	F41.1	F42.1	F43.1	F44.1	F45.1	F46.1	F47.1	F48.1	F49.1	F50.1	F51.1	F52.1	F53.1	F54.1	F55.1	F56.1	F57.1	F58.1	F59.1	F60.1
#Commercial ages. OR 1966-1984 are scales. 1985 onward are break & burn.  CA and WA are all break & burn																																																																																																																																
-1980	1	1	3	2	2	-1	-1	56	0	0	0	0	1.096841106	3.087793492	5.120854377	6.942898955	7.857390602	7.216049244	4.464904365	4.050300388	2.514823124	1.626101177	0.438522829	0.842697254	0.085955567	0.165728211	0	0.052646462	0.113081749	0.051755091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511282621	2.626055214	7.022545288	10.84168903	13.77069654	8.643611729	3.489987952	2.850845115	2.361001184	0.88679428	0.569030133	0.438444724	0.227172318	0.03249988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	1	1	3	2	2	-1	-1	48	0	0	0	0	0.44962536	0.531658181	0.871106778	1.54405267	1.80662979	2.441535252	3.598751719	2.685729771	3.139995958	2.438724208	2.196167968	1.920386034	3.055062145	2.70697066	1.834924159	1.889008694	1.451121057	0.738291039	1.408455973	0.531296149	1.200620922	0.640000965	0.288772739	0.339024533	0.574534931	0.642222814	0.290635588	0.033368749	0	0.078133097	0	0	0	0	0.033368749	0	0.029887046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327151848	0.517765666	0.634907543	0.604810336	2.32395901	3.228716421	4.009666273	2.824494901	5.328354955	4.965255917	3.969669144	5.020396588	3.656800706	4.094127339	3.058778263	1.985260537	2.392299761	1.389215463	1.904576145	1.483525745	0.76050624	1.616721865	0.607253609	0.385012336	0.314864621	0.415663227	0.388328539	0.165515868	0	0.236337435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	1	1	3	2	2	-1	-1	28	0	0	0	0.170780796	0	0.170780796	0.707844431	2.224341534	1.926625181	2.687022329	2.100671446	3.235090495	2.595026469	1.931575572	3.182105057	2.321230963	2.418778287	1.346888765	1.66250874	1.476662499	0.756553824	1.52583028	0.704561174	1.209221602	0.726384994	0.277802099	0	0.170780796	0	0	0.170780796	0.071073768	0	0	0	0	0	0	0	0.170780796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306229354	0.903676881	1.623291982	3.407071247	5.468938901	5.168079264	5.129895075	6.722450801	6.470995093	4.459092516	4.466714106	2.987009669	3.746572078	2.681217572	1.613551672	2.616283683	1.394620629	1.640114965	0.375068551	0.501145501	0.341561593	0.191228997	0.071073768	0.338633098	0.277802099	0.503500136	0.310915683	0	0	0	0.341561593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	1	1	3	2	2	-1	-1	38	0	0	0	0.619535573	2.127591225	9.223495917	5.440445811	6.052550074	3.199037632	2.972578272	3.432720242	3.922381113	2.641138769	2.821176266	2.624421623	1.676964607	1.070208982	0.609222102	0.353152251	0.168228917	0.890796803	0.171646572	0.233561354	0.213725515	0.178159361	0	0	0	0	0	0	0.178159361	0.084453733	0	0	0	0	0.084453733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043428955	0.134543207	2.554560161	3.367243793	2.513223855	3.608182658	5.33525992	4.857235438	6.245588314	4.413785052	4.626291368	4.134553304	2.144004848	1.628899337	1.059246451	0.903598359	0.072258799	0.534478082	0.261904736	0	0.178159361	0.178159361	0.037429472	0	0.178159361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	1	1	3	2	2	-1	-1	54	0	0	0	0	0.159444702	0.359309768	1.394794546	3.360897922	3.780414337	3.815482243	3.403768631	3.152690967	2.709635818	2.749124181	2.194672256	3.692993541	2.800073752	2.290089681	1.330305752	2.7270985	1.939952946	1.878204014	1.125646473	2.027216029	0.833588413	1.047894666	1.029879464	0.749850059	0.279864847	0.238472336	0.240610068	0.449697634	0.294827561	0.182969543	0.05149398	0.05149398	0	0	0.079066829	0.075175378	0	0.166708427	0	0	0	0	0	0	0	0.044875565	0	0	0	0	0	0	0	0	0	0.05149398	0	0	0	0	0	0	0.443059159	1.075943448	1.776150554	2.520526356	1.66813801	2.021216426	2.674253037	3.525185612	3.954728487	2.896954271	3.077691824	3.022747115	2.708017829	2.733337835	2.36747326	2.520352132	1.359159177	1.092598798	1.063125562	0.753641365	0.704472489	0.498995595	0.344345379	0.313347619	0.651765998	0.418579477	0.451740725	0.220244389	0.212937725	0.044455194	0	0.044455194	0	0	0	0	0	0	0	0.080581169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1985	1	1	3	2	2	-1	-1	80	0	0	0	0.027755656	0.105336482	0.964284581	2.663203343	3.558049577	5.264058247	4.647024747	4.459809337	2.063404722	2.62839745	1.941288136	1.601582812	1.822191499	1.800907536	2.359958833	1.567294969	1.85436489	1.616484117	1.392686895	1.52606286	1.000676468	0.925632645	0.570835789	0.548905111	0.578903468	0.445116021	0.228309926	0.300973717	0.159551944	0.29945494	0.160054823	0.030567335	0.087916919	0.088407651	0.11975922	0	0.053492216	0	0	0.066028031	0.078890882	0.034020775	0	0	0	0	0.035600126	0	0	0	0	0.048203391	0	0	0	0	0	0.046308645	0	0	0.013877828	0.012809553	1.336973932	1.571471093	2.884055061	3.806353105	3.685132183	4.056334476	3.506298236	4.06747538	3.020985594	2.149186531	2.935962021	2.987424589	2.252488857	1.883518941	2.57766393	0.91756401	1.623846332	0.887813119	0.610066338	0.463396817	0.822080842	0.389429988	0.349162046	0.202916934	0.343993465	0.214290557	0.07123898	0	0.085047462	0.06113467	0.114256781	0.112057964	0	0.066028031	0	0	0	0	0	0	0	0	0.072953812	0.072953812	0	0	0	0	0	0	0	0	0	0	0
1986	1	1	3	2	2	-1	-1	75	0	0	0	0.131981706	0.789026621	1.805643217	4.169893747	4.49422862	5.703443658	6.039345525	4.245383633	2.45086247	2.314883975	1.497401475	1.492032811	0.936988004	1.265267285	1.122667677	1.017693347	0.865229708	1.125073298	1.010561631	0.53259699	0.893549547	0.641489508	1.156590172	0.609447774	0.257251454	0.380562186	0.146535802	0.333330265	0.20118645	0.082123813	0.031061859	0.279320742	0.021955101	0.088865246	0.088865246	0.090508503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088504973	0.07889918	0	0	0.02938778	0.617187965	1.681744807	3.340416266	4.501211636	4.094623944	4.929310962	3.489521089	3.289636093	2.298923298	1.464492148	1.73892888	2.158355868	1.593445184	1.390477997	1.623245426	1.64344926	2.381463101	1.358839081	1.288240514	0.815797267	1.365654233	0.949662651	0.948414843	0.468448326	0.141718466	0.264294111	0.538941848	0.320581299	0.120339317	0.161939887	0.076929686	0.257986924	0	0.048907933	0	0	0	0.050299001	0.076929686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1987	1	1	3	2	2	-1	-1	72	0	0	0.06060422	0.28031996	1.17725798	3.911855374	4.994888457	4.301850909	4.409102144	3.606735897	3.156966703	3.434247737	2.026274499	0.902787207	1.699073068	1.24471477	1.618360196	1.19003491	1.56035058	1.125049499	0.552690383	0.641900234	0.602042691	1.191110894	0.386140341	0.933983832	0.751147165	0.2405504	0.461889413	0.382945755	0.282688099	0.183582891	0.16533626	0.390698866	0.156799488	0.284185084	0.087922746	0.144631969	0.200386261	0	0	0.029726667	0	0.040382652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320417146	1.410550892	3.1216704	4.043036152	4.910592854	4.438339487	4.656025975	4.189057153	2.859867022	2.544112911	2.807763673	2.081059128	1.918865524	1.323177684	1.186383219	1.177875095	1.436582153	1.464237598	0.965865525	0.675361126	0.989219398	0.094921742	0.42867056	0.504461709	0.381392551	0.308383139	0.104116605	0.184470282	0.104116605	0.109015208	0.029726667	0.078783686	0	0	0.062408567	0.215847792	0	0.062408567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988	1	1	3	2	2	-1	-1	71	0	0	0	0.115663905	1.492983244	2.396842354	3.713088832	6.451920484	3.299940237	3.623808934	2.895113171	2.756708834	2.585722714	1.988834169	1.678361772	0.800317102	1.047864535	1.698954182	0.767997853	1.9214767	1.063528726	1.028000996	1.04104843	0.898827637	0.673838144	0.541003199	0.381817643	0.850750998	0.737120462	0.354928901	0.242327058	0.166490335	0.188540414	0.192644887	0.265998862	0.276971949	0.124117757	0.156491566	0.157185139	0.168712659	0.013081709	0	0.072372373	0.024752842	0.034754366	0	0	0.041394519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390699486	1.071869543	2.071012083	4.254260851	5.703742501	4.433490379	4.190804274	4.187382846	4.141574148	1.796259846	2.093601796	1.421269041	1.468910547	0.999192457	1.437126487	1.470763606	1.612868128	1.233376321	0.913137547	0.838447622	0.940844172	0.921579141	0.506946659	0.480334087	0.620358	0.241545575	0.157662076	0.42684683	0.106607966	0.216367705	0.105382674	0.092188844	0.105270553	0.082789039	0	0.035897139	0.060649981	0.041394519	0.043429104	0.06777233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084043505
1989	1	1	3	2	2	-1	-1	105	0	0	0	0	0.760591814	3.929355725	3.373699736	3.790875996	4.653757057	3.532708638	2.928886089	2.80558086	1.702637581	1.382766437	1.154418961	1.178659887	1.225611606	1.15287324	1.472728003	0.863283169	1.062746231	1.272358456	1.323146243	1.383699872	0.914630744	0.982924352	0.613983804	1.335783042	0.560572898	0.606395506	0.74116138	0.602278475	0.666102577	0.575073146	0.460035763	0.34403406	0.393465544	0.41729816	0.336381727	0.199588978	0.081516237	0.066824084	0.146614067	0.135491074	0.1479964	0.100690245	0.116706722	0.08180704	0.010166614	0	0.03675598	0	0	0	0	0	0	0	0	0.033297125	0	0.012736985	0	0	0.660918473	2.375361095	2.680015519	3.758716198	3.729239209	2.876351813	2.944470223	3.500108261	2.540383824	2.035626656	2.046954362	1.433950001	1.729087537	1.607358878	1.238229179	1.514156119	0.985599086	0.945996171	0.879426538	1.180880585	0.824254062	0.867524052	0.8993786	0.604894356	0.676275271	0.403823382	0.48850987	0.418049479	0.260829806	0.385114043	0.405904819	0.113397179	0.375274584	0.128705023	0.122374256	0.068489835	0.087975093	0.009469907	0.22742416	0.009469907	0.022885407	0.156433267	0.023089371	0	0	0	0.016194756	0.038460095	0	0	0	0	0	0	0	0.032271365
1990	1	1	3	2	2	-1	-1	26	0	0	0	0	0.725518396	2.645213168	4.336609718	4.444693268	4.299410885	5.488952329	2.451591617	2.475884315	2.23745796	1.612515945	1.906513525	1.240476581	0.465347722	1.162823297	0.227175123	0.789240582	1.275441595	0.47818264	0.777063886	0.459486547	0.767795659	1.114555667	1.169498143	0.844999821	0.439607981	0.799917075	0.619057531	0.318038071	0.597006152	0.266923891	0.176751954	0.346759292	0.299195657	0.16287805	0.234348862	0.200886776	0.281258492	0.14281064	0.097986804	0	0	0.132077031	0	0	0.097986804	0	0	0	0	0	0	0	0	0	0	0.092334491	0	0	0	0.402720995	1.296787087	2.882625848	4.410713289	4.329640374	3.737303442	3.586053178	3.817237888	3.466235922	2.896387535	4.249076363	1.750051127	1.525656361	0.880374417	1.421169695	1.591578715	0.830898198	0.6925067	0.311087392	1.269018871	1.181143074	0.3813398	0.525252323	0.180926924	0.756925619	0.612332724	0.11002926	0.135996517	0.31891098	0.245487064	0	0	0.298954248	0.214535798	0	0.374191926	0.180926924	0.234849755	0.046408737	0	0.132077031	0	0.020313957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	1	1	3	2	2	-1	-1	26	0	0	0	0	0	0.246596191	1.211636942	2.2746043	4.185983189	3.802879435	3.295886462	3.292857205	2.451457215	2.822717181	2.4048556	1.953590424	1.578201705	0.558218269	0.886485474	1.091544818	0.378972162	0.715485994	0.166279064	0.184833271	0.138073915	0.614686552	0.357885596	0.176516577	0.159273978	0.221509791	0.192764929	0.063444765	0	0	0.037418055	0.037418055	0.143260706	0.011911283	0.09190211	0.069292793	0.102834299	0	0.040426407	0.040426407	0	0	0.040426407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93174986	2.602304667	4.695742115	6.445704618	4.027068981	7.638223374	6.116459102	6.700227418	4.602648644	3.913297774	3.875458676	1.573860896	1.946300764	1.305150373	1.059162511	0.71009032	0.60195317	0.661945731	0.543856109	0.611849416	0.224434357	0.281719382	0.484346785	0.516999304	0.430391429	0.135109461	0.333949826	0.054256647	0	0.069292793	0	0.115464598	0	0	0.21545155	0	0	0.106710848	0	0.063444765	0.069292793	0.069292793	0	0	0.09190211	0.09190211	0	0	0	0	0	0	0	0	0.040426407
1992	1	1	3	2	2	-1	-1	43	0	0	0	0.082453411	0.879613789	2.083089272	4.768497145	5.697854177	4.355551094	6.857061383	3.189954149	4.006953413	3.087154226	2.733202726	2.930755728	1.641339574	1.432072863	1.709765555	0.838166435	1.238268378	0.358529761	0.74531195	0.466312557	0.594110077	0.748788687	0.230981144	0.378788678	0.231136476	0.232554154	0.133927114	0.022423822	0.161828983	0.061365534	0.05549595	0.022423822	0.06417158	0	0.026770268	0.022423822	0	0	0.135260804	0.022423822	0	0	0	0	0.022423822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625393321	1.055817233	2.812300197	3.696714291	2.736932312	4.821295445	3.789391875	4.13267363	3.922530487	2.751394847	2.320584114	2.596591645	1.748931355	2.281797147	1.960933595	0.883461057	1.144439238	0.833689475	0.640537103	0.381578051	0.493973148	0.398837765	0.301844257	0.126998514	0.071333985	0.401685608	0.133298523	0.308725996	0.090014937	0.041236367	0.106702195	0	0	0.05730159	0.020618183	0	0	0.020618183	0	0	0	0	0	0	0	0	0	0	0	0.020618183	0	0	0	0	0	0
1993	1	1	3	2	2	-1	-1	29	0	0	0	0	0.883408214	3.92155218	5.221350516	6.327690009	3.476318751	4.609987181	3.011575435	2.781464361	1.968277628	3.098625312	3.333265637	3.532709122	2.068589241	1.82046634	1.239127852	1.057239735	0.676638684	0.821512035	1.024656816	1.110830473	0.790458557	0.743959043	0.374037189	0.514887864	0.366089774	0.505090464	0.29314323	0.272979079	0.354835405	0.386678028	0.160005022	0.229267909	0.103191297	0.056905054	0.243292333	0	0.049110521	0	0	0	0	0	0	0	0	0.060368653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660295644	2.633487063	4.333076704	4.027477177	2.724323806	3.899170035	1.42319514	2.97098774	1.302879221	2.104194277	1.62187596	3.211936244	1.635344784	1.880432901	1.020420706	1.113815825	0.500857506	1.386036391	0.679598323	0.324560241	0.425668016	0.040707726	0.623294133	0.153233971	0.478417296	0.37168235	0.049110521	0.263526741	0.023124226	0.101247684	0	0.058757339	0	0.058757339	0.253042687	0.058757339	0	0.043999206	0	0	0	0	0.053122794	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	1	1	3	2	2	-1	-1	25	0	0	0	0.269064154	1.377180526	2.682444774	5.234568399	6.399551266	3.579186624	4.115189725	2.822508558	3.17899593	2.861444396	2.113262899	0.860036714	1.29299116	0.75367284	1.492911776	0.230656665	0.516865345	1.163126276	0.716781144	0.293781267	0.522802146	0.284822391	0.96422613	0.381109449	0.301542252	0.295833975	0.333503233	0.151145347	0.09330412	0.175492846	0.05903362	0.05903362	0.034602256	0.034602256	0	0.034602256	0.051433633	0	0	0	0	0	0	0	0	0	0.086988521	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00518588	2.335394526	3.896558611	5.05236157	7.184774423	4.920877099	4.568272756	3.662002738	2.351100313	2.474093988	2.31475363	1.846774286	2.677932851	0.859092017	1.837053353	0.870744914	1.30959851	1.190947535	0.492546045	0.737656161	0.05903362	0.46265643	0.336021241	0.515865603	0.39687767	0.173977041	0.170166237	0.058360699	0.111132617	0	0	0.11806724	0	0	0.086988521	0	0.05903362	0.045799769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	1	1	3	2	2	-1	-1	35	0	0	0	0	0.160185554	1.595217998	3.386805065	3.724917565	5.196629394	4.413937306	3.276610935	3.373967456	2.903064483	1.557009002	2.099297245	2.073115669	1.191673431	1.999115705	1.802224553	1.672396672	1.880780571	1.193108997	0.686309099	0.50236291	0.93245913	1.125105397	1.077479318	0.528482055	0.990321298	0.324825537	0.345294663	0.233963599	0.12769536	0.475417892	0.174991681	0.26847536	0.285493035	0.295868773	0.039589608	0.1052706	0	0.056729352	0.229164062	0.04628771	0	0	0.133653345	0	0	0	0	0	0	0	0	0.053960583	0	0	0.053960583	0	0	0	0	0	0.220199589	1.832496764	4.636454798	4.15185355	4.60852527	4.070447421	3.838497714	3.081657882	3.654317216	2.274811758	1.777776258	1.679064118	1.709691081	1.143956156	1.140183846	0.799155484	1.014830782	1.098894708	0.776869019	0.492263909	0.168898986	0.470588206	0.419479741	0.395062684	0.142339314	0.490073256	0.251909957	0.169128308	0.119584798	0.184600908	0.081022557	0	0.10484248	0	0.024896895	0	0.135446756	0.076679743	0	0	0	0	0	0	0	0	0.093599795	0	0	0	0.076679743	0	0	0	0	0
1996	1	1	3	2	2	-1	-1	40	0	0	0	0.084240192	0.232572833	0.556652904	2.383863203	4.940335486	5.941131229	5.28804796	4.797404344	3.03616545	2.144054637	1.944970133	0.995385097	1.36357386	0.561175315	0.658814488	0.659838633	2.064556745	0.571418715	0.904695304	0.516200727	0.637753893	0.449105356	0.681853884	0.810100107	0.31669187	0.660711221	0.375930473	0.372233946	0.147047231	0.115967061	0.17437704	0.110643785	0.187267012	0.232862033	0.335736981	0	0.049140429	0.01748573	0.048485493	0	0	0.036422077	0.042561842	0.01748573	0.022105279	0	0.036422077	0	0	0.01748573	0.048147195	0	0	0	0	0	0	0	0	0	0	0.3465169	1.271918952	2.977456531	5.794355845	5.712178194	4.449992267	4.403683053	5.28722388	2.904592462	2.201884442	1.703997723	1.762489979	1.066129907	0.924355257	1.932843396	1.69761442	1.619843123	0.637153818	1.263616694	0.894319193	0.666369183	0.622896909	0.615692395	0.372404714	0.756899034	0.704723818	0.86905499	0.339058323	0.092119827	0.14130141	0	0.070252474	0.07024334	0.014891871	0.022105279	0	0.021290089	0.051193284	0	0	0.042120096	0	0.01748573	0	0.048147195	0	0	0	0.020463272	0	0	0	0	0	0	0
1997	1	1	3	2	2	-1	-1	42	0	0	0	0.061521968	0.901104744	4.270001099	4.772492085	5.428874422	5.60927396	7.915376487	4.295443227	3.679508231	1.722379608	2.422191322	1.693997598	1.072168436	0.675588437	0.767834847	0.584055018	1.09195212	0.642550378	0.354837937	0.290393706	0.469433601	0.973529509	0.419483009	0.411952952	0.256682814	0.269113225	0.322855286	0.070860647	0.277357755	0.08872108	0.100037184	0.0494055	0.077766202	0.211040009	0	0	0.007942495	0	0.040452387	0	0	0.036074087	0	0	0.05972194	0	0.007942495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.270289609	3.772187893	4.524174163	4.312181047	5.751270731	4.204922634	3.589967715	2.953506656	2.179084733	1.941337554	1.575911129	1.352957219	1.511029059	1.210841685	0.590643118	0.721642589	0.901095174	0.702098994	0.38900089	0.695717247	0.780216107	0.430328051	0.175036189	0.424533559	0.3667105	0.113182534	0.416788692	0.197017334	0	0.098508667	0.044524915	0.078751124	0.078813608	0.243811076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	1	1	3	2	2	-1	-1	48	0	0	0	0.110816376	1.185388443	3.813739165	5.074253842	5.58804365	6.004216014	4.32089668	5.061708855	3.424388334	1.962332625	1.843078022	1.436016653	0.968133734	0.940956307	0.983788016	1.029938549	0.701541863	0.309705523	0.381112198	0.388212632	0.094021793	0.263253219	0.060819842	0.153551389	0.153459496	0.064375927	0.161836093	0.041789308	0.183626943	0.041900583	0.079058103	0.022475344	0	0.137907298	0	0	0	0.065197632	0.046403691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212235884	1.380405045	2.637215458	3.770442719	6.158927669	6.553545552	5.933159602	5.375341246	5.281144178	3.22504861	2.395797945	2.064358025	1.770039739	0.804649386	0.882337715	0.521133747	0.625635283	0.28855069	0.486421686	0.269550684	0.155813791	0.357281099	0.455955395	0.187688336	0.188821889	0	0.263519349	0.083020912	0.201022429	0	0.048226889	0	0.067658724	0.079525886	0	0.052118502	0.079058103	0.046403691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	1	1	3	2	2	-1	-1	42	0	0	0	0	0.394484633	1.470665796	3.161517821	5.982301339	4.147056708	4.740129315	4.742666449	5.401896834	3.057155992	2.545563606	2.474493489	2.062830747	1.126591421	0.797424727	0.730453193	0.682869774	0.647479401	0.576618156	0.538245489	0.104032297	0.143097244	0.288107866	0.382865299	0.175969439	0.20099827	0.127467338	0.174458569	0.035664946	0.012991857	0.081616489	0.109553565	0.013084696	0	0	0	0	0.138121358	0	0	0	0	0	0	0	0	0	0.062892286	0	0	0	0	0	0	0	0	0	0	0	0	0.128615777	0.95076972	2.767826086	4.717013999	5.766990832	5.497989261	4.814460644	6.062114267	5.099139315	3.520120974	2.254754508	2.210820658	1.561643487	1.554334126	0.586765888	0.749227919	0.741964429	0.723481481	0.689224457	0.383705919	0.484905457	0.172235373	0.3133331	0.014206123	0.174090545	0.215338006	0	0	0.285770861	0	0	0	0.013084696	0	0	0.107352842	0.107352842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	1	1	3	2	2	-1	-1	65	0	0.031793913	0.003413111	0.115816934	0.731511917	2.087084997	2.821314065	4.427175973	4.981262057	3.781717532	3.82813253	4.559533444	2.664631322	2.573974762	1.874526465	1.8655465	1.352754446	0.601506107	0.714500422	0.930189566	1.055637516	0.813378669	0.754198277	0.879529345	0.885877318	0.404262432	0.48268497	0.166695406	0.376553282	0.597028911	0.41967329	0.228190645	0.158736337	0.124051446	0.278442587	0.133197459	0.022400788	0.151240248	0.007095358	0	0	0	0.035655778	0	0.026500025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227161473	0.658521142	2.496870826	3.043393422	3.577190665	4.346948341	5.617923563	5.033236518	4.598007529	3.473401022	2.995918427	3.081391565	1.72257389	1.28142167	1.162053869	0.974960236	0.999421269	0.731877596	1.076021681	0.676324842	0.715245098	0.520055086	0.573927052	0.411217275	0.600588259	0.170575915	0.312567606	0.17546194	0.035655778	0	0.182747778	0.277366629	0.007095358	0.086435314	0	0.081740279	0.007095358	0	0	0	0	0	0	0	0.088395667	0	0	0	0	0	0	0	0	0	0	0	0.031793913
2001	1	1	3	2	2	-1	-1	61	0	0	0	0.143186426	0.175354408	1.174181666	3.902378587	4.703775822	2.94347883	3.182500293	3.620297782	2.904952805	2.659889173	2.771624269	2.712358312	1.607981855	0.894200749	1.199341281	0.739582132	1.120623243	0.488428214	1.106627056	1.095145972	0.154500791	0.494586394	0.738505531	0.372026077	0.578121462	0.216825332	0.488131867	0.189321217	0.142539436	0.246539302	0.130250122	0.029121504	0.140796468	0.114641559	0.017250709	0.043560071	0.225032035	0	0.165540267	0	0	0.020549067	0	0.087638821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331043658	0.624617136	2.780320999	5.112549402	4.486323803	4.190571587	5.612199537	5.701962555	4.336040709	3.133884012	3.614007934	2.957525277	1.925551752	1.313671993	0.958831609	0.884171428	1.086933169	0.706976485	0.673100061	0.929987634	1.11437061	0.5768306	0.486631019	0.245922072	0.38847887	0.23383205	0.222039913	0.182429171	0.094310146	0.091933125	0.288740535	0.136376321	0.018061344	0.29066914	0.241344584	0	0	0.143186426	0	0.143186426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	1	1	3	2	2	-1	-1	67	0	0	0	0	0.297108396	1.614062536	3.743192726	5.195734706	6.629790876	6.043913898	4.823315699	4.716567424	3.853162992	3.258478669	2.431579992	1.412848399	1.68240343	1.421287503	0.880175483	1.418708046	0.64623309	0.541245352	0.51867563	0.412478424	0.613080604	0.679214667	0.686301049	0.354866107	0.438695613	0.43145129	0.270681519	0.056012616	0.332067649	0.140551204	0.184706462	0.154939273	0.147123386	0.008694085	0.033999367	0.008489329	0	0	0.033999367	0.05294029	0	0	0.005073266	0	0	0	0.005073266	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562610502	1.215240061	2.625563172	3.250079068	5.643339971	4.434309626	4.400495964	4.216802367	4.569760146	3.294495286	1.635269571	1.227032548	1.306798527	0.890411206	0.723219514	0.453975309	0.226162993	0.428449175	0.095107826	0.119148591	0.344995887	0.250946989	0.346230113	0.314935992	0.140148156	0.026826016	0.101533382	0.197751705	0.251084188	0	0.288885111	0.170300127	0	0.010857755	0.048210886	0.010098589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
